Gear_TargetingComputer_Missle,Upgrade,1,9
Gear_TargetingComputer_Missle_1,Upgrade,1,8
Gear_TargetingComputer_Missle_2,Upgrade,1,6
Gear_TargetingComputer_Missle_3,Upgrade,1,4
Gear_TargetingComputer_Ballistic,Upgrade,1,9
Gear_TargetingComputer_Ballistic_1,Upgrade,1,8
Gear_TargetingComputer_Ballistic_2,Upgrade,1,6
Gear_TargetingComputer_Ballistic_3,Upgrade,1,4
Gear_TargetingComputer_Energy,Upgrade,1,9
Gear_TargetingComputer_Energy_1,Upgrade,1,8
Gear_TargetingComputer_Energy_2,Upgrade,1,6
Gear_TargetingComputer_Energy_3,Upgrade,1,4
Gear_TargetingJammer,Upgrade,4,10
Gear_TargetingJammer_1,Upgrade,3,7
Gear_TargetingJammer_2,Upgrade,2,6
Gear_TargetingJammer_3,Upgrade,2,5
Gear_TargetingJammer_4,Upgrade,2,4
Gear_TargetingJammer_5,Upgrade,1,3
Gear_ForceField_0,Upgrade,25,10
Gear_ForceField_1,Upgrade,15,9
Gear_ForceField_2,Upgrade,8,8
Gear_ForceField_3,Upgrade,5,6
Gear_ForceField_4,Upgrade,3,5
Gear_ForceField_5,Upgrade,2,3
Gear_Jumpjet_Accelerator,Upgrade,30,10
Gear_Jumpjet_Accelerator_1,Upgrade,15,9
Gear_Jumpjet_Accelerator_2,Upgrade,10,8
Gear_Jumpjet_Accelerator_3,Upgrade,8,7
Gear_Jumpjet_Accelerator_4,Upgrade,6,5
Gear_Jumpjet_Accelerator_5,Upgrade,4,3
Weapon_Laser_SmallLaserPulse_3-Westonmach,Weapon,2,5
Weapon_LRM_DFMM5_1-Westonmach,Weapon,6,7
Weapon_LRM_DFMM5_2-Westonmach,Weapon,5,6
Weapon_LRM_DFMM5_3-Westonmach,Weapon,4,5
Weapon_LRM_DFMM5_4-Westonmach,Weapon,3,4
Weapon_LRM_DFMM5_5-Westonmach,Weapon,2,3
Weapon_LRM_DFIM5_1-Westonmach,Weapon,2,7
Weapon_LRM_DFIM5_2-Westonmach,Weapon,2,6
Weapon_LRM_DFIM5_3-Westonmach,Weapon,2,5
Gear_Cockpit_Sensor_Array_1,Upgrade,3,7
Gear_Cockpit_Sensor_Array_2,Upgrade,2,6
Gear_Cockpit_Sensor_Array_3,Upgrade,1,5
Gear_Cockpit_Sensor_Module_1,Upgrade,3,6
Gear_Cockpit_Sensor_Module_2,Upgrade,2,5
Gear_Cockpit_Sensor_Module_3,Upgrade,1,4
Weapon_FistPunch_HeavyCannon_0-Westonmach,Weapon,1,7
Weapon_IPBC_Sniper_0-Westonmach,Weapon,0,10
Weapon_IPBC_BF_0-Westonmach,Weapon,0,10
Weapon_IPBC_FA_0-Westonmach,Weapon,0,10
Weapon_U-IPBC_Sniper_0-Westonmach,Weapon,25,10
Weapon_U-IPBC_BF_0-Westonmach,Weapon,25,10
Weapon_U-IPBC_FA_0-Westonmach,Weapon,25,10
Weapon_U-IPBC_Sniper_1-Westonmach,Weapon,15,8
Weapon_U-IPBC_BF_1-Westonmach,Weapon,15,8
Weapon_U-IPBC_FA_1-Westonmach,Weapon,15,8
Weapon_U-IPBC_Sniper_2-Westonmach,Weapon,8,6
Weapon_U-IPBC_BF_2-Westonmach,Weapon,8,6
Weapon_U-IPBC_FA_2-Westonmach,Weapon,8,6
Weapon_U-IPBC_Sniper_3-Westonmach,Weapon,5,5
Weapon_U-IPBC_BF_3-Westonmach,Weapon,5,5
Weapon_U-IPBC_FA_3-Westonmach,Weapon,5,5
Weapon_Plasma_PHAC_0-Westonmach,Weapon,10,9
Weapon_Plasma_PAC_1-Westonmach,Weapon,10,9
Weapon_Plasma_PAC_2-Westonmach,Weapon,10,8
Weapon_Plasma_PAC_3-Westonmach,Weapon,10,7
Weapon_Plasma_PHAC_1-Westonmach,Weapon,5,8
Weapon_Plasma_PHAC_2-Westonmach,Weapon,5,7
Weapon_Plasma_PHAC_3-Westonmach,Weapon,5,6
Weapon_Laser_UltraLaser_1-Westonmach,Weapon,5,7
Weapon_Laser_UltraLaser_2-Westonmach,Weapon,4,6
Weapon_Laser_UltraLaser_3-Westonmach,Weapon,3,4
Weapon_JoltexCannon_Small_0-Westonmach,Weapon,15,10
Weapon_JoltexCannon_Small_1-Westonmach,Weapon,9,9
Weapon_JoltexCannon_Small_2-Westonmach,Weapon,6,8
Weapon_JoltexCannon_Small_3-Westonmach,Weapon,4,7
Weapon_JoltexCannon_Small_4-Westonmach,Weapon,3,6
Weapon_JoltexCannon_Small_5-Westonmach,Weapon,2,3
Weapon_JoltexCannon_Medium_0-Westonmach,Weapon,15,10
Weapon_JoltexCannon_Medium_1-Westonmach,Weapon,9,9
Weapon_JoltexCannon_Medium_2-Westonmach,Weapon,6,8
Weapon_JoltexCannon_Medium_3-Westonmach,Weapon,4,7
Weapon_JoltexCannon_Medium_4-Westonmach,Weapon,3,6
Weapon_JoltexCannon_Medium_5-Westonmach,Weapon,2,3
Weapon_JoltexCannon_Large_0-Westonmach,Weapon,15,10
Weapon_JoltexCannon_Large_1-Westonmach,Weapon,9,9
Weapon_JoltexCannon_Large_2-Westonmach,Weapon,6,8
Weapon_JoltexCannon_Large_3-Westonmach,Weapon,4,7
Weapon_JoltexCannon_Large_4-Westonmach,Weapon,3,6
Weapon_JoltexCannon_Large_5-Westonmach,Weapon,2,3
Weapon_JoltexCannon_Ultra_0-Westonmach,Weapon,15,10
Weapon_JoltexCannon_Ultra_1-Westonmach,Weapon,9,9
Weapon_JoltexCannon_Ultra_2-Westonmach,Weapon,6,8
Weapon_JoltexCannon_Ultra_3-Westonmach,Weapon,4,7
Weapon_JoltexCannon_Ultra_4-Westonmach,Weapon,3,6
Weapon_JoltexCannon_Ultra_5-Westonmach,Weapon,2,3
